coordinate,in_range
"(119.9666035466665, 29.96378702401139)",False
"(120.05581910406578, 29.99594487604711)",False
"(120.03888599664295, 29.95783451468148)",False
"(120.02185747354297, 29.95409072689607)",False
"(120.01469454072571, 30.0660851947851)",False
"(119.99343385394664, 29.939982825245)",False
"(120.05237143339885, 29.97154341453993)",False
"(120.04446281135847, 29.95752683891812)",False
"(120.05805261075449, 29.98278875309889)",False
"(119.99322007194147, 30.06197122692807)",False
"(119.94530978674713, 30.03471745636305)",False
"(120.05102530427355, 29.96760903516068)",False
"(120.04999179377795, 30.01482140242375)",False
"(120.02999082277432, 30.04766468289065)",False
"(119.95389706078639, 30.00672515567089)",False
"(119.97266027620925, 30.04974508954026)",False
"(119.94724417464055, 30.0156408734066)",False
"(119.96664584966899, 29.93931155971234)",False
"(120.02246978506726, 30.05513778659014)",False
"(119.96309719105506, 30.04537684455769)",False
"(120.00644431457886, 30.05890358683962)",False
"(120.05325452399441, 29.96619392203936)",False
"(120.05177904234434, 29.96713056073125)",False
"(119.95311448710953, 29.97856496162923)",False
"(120.05209354310341, 29.99621552911024)",False
"(119.96734812095823, 30.0594106458069)",False
"(119.98989858142394, 30.06114542411103)",False
"(119.95803245017635, 30.04008955910369)",False
"(120.04032043558783, 29.97045337654346)",False
"(119.98211408147456, 30.06356302800409)",False
"(120.01460935426458, 29.93429791102145)",False
"(120.0464398918709, 29.95563823006703)",False
"(119.96275850264966, 29.96875665365776)",False
"(119.9487791812624, 30.0)",False
"(119.97589661599221, 29.98571960083953)",True
"(119.95098863349689, 29.96888748687086)",False
"(120.02848152802352, 29.94817737835913)",False
"(119.99322007194147, 29.93802877307193)",False
"(120.02086569504068, 29.94879843145963)",False
"(120.05172999847186, 29.96209250311976)",False
"(120.0364930539297, 29.94200126297435)",False
"(119.9568499551528, 30.01618924733953)",False
"(119.98824511385179, 30.0711541149887)",False
"(120.0264054470931, 30.0419664132508)",False
"(120.05081410215556, 30.02323110407313)",False
"(119.96730981333465, 30.0401968728475)",False
"(119.93888952635946, 30.00891434375692)",False
"(119.98071427993646, 29.93146235331813)",False
"(119.98564923881135, 30.06453912824967)",False
"(120.03734294139959, 29.94065052921657)",False
"(119.96130009010758, 29.96303185838919)",False
"(119.97071494250459, 29.9534569961799)",False
"(120.04618117179729, 29.95588537276958)",False
"(119.97498438725174, 29.95448366978426)",False
"(119.94799809569686, 30.02377414142179)",False
"(119.99296760294033, 30.0642788935621)",False
"(120.04405781606216, 29.95222652479778)",False
"(119.96332879606217, 29.94881458372161)",False
"(119.96776804414998, 29.94877346426613)",False
"(120.0230326217838, 30.05651891109439)",False
"(120.00354566303676, 29.93492488800828)",False
"(120.05349033559915, 30.02445461988892)",False
"(120.02927692231624, 29.93850697247253)",False
"(119.93981755613625, 29.98674355843225)",False
"(120.02744548714037, 29.95006247225745)",False
"(119.9587064481489, 30.04477608405705)",False
"(120.0450809409585, 29.9755047825551)",False
"(119.9492793271313, 30.03219758421643)",False
"(119.95166029782804, 30.01064783009969)",False
"(120.0521693826894, 30.02385070890318)",False
"(120.02676982862333, 30.05622714678335)",False
"(120.03863126577811, 30.05392125722313)",False
"(119.944952803007, 30.02065287975073)",False
"(119.98965597419988, 30.06261396256401)",False
"(119.98993371689937, 30.0609327437306)",False
"(119.95553718864153, 30.04247316108188)",False
"(119.96344076946535, 29.94897087543388)",False
"(119.97234419953773, 29.94967980361349)",False
"(120.01013643226362, 29.93864263270889)",False
"(119.95511485438291, 29.97150682011231)",False
"(120.0, 29.94293932649519)",False
"(120.0464398918709, 30.04436176993297)",False
"(119.99296760294033, 29.9357211064379)",False
"(120.04010784311949, 29.95650962258367)",False
"(120.03473094312861, 30.05519819856812)",False
"(119.99645433696324, 30.06507511199172)",False
"(119.94362368092918, 29.99177623968515)",False
"(119.95416867412116, 29.96641502234502)",False
"(119.95960479815594, 30.05638334715008)",False
"(119.97812295557276, 29.93619689838316)",False
"(119.95098863349689, 30.03111251312914)",False
"(119.95513480205643, 29.9571424585849)",False
"(119.95669114950948, 30.03633348581103)",False
"(119.95241327144224, 30.0454572872394)",False
"(119.94829377485735, 29.99624366683058)",False
"(119.98855205287614, 29.94851558618326)",False
"(120.05706580893778, 30.01691868314749)",False
"(119.99019719145943, 30.04108775421394)",True
"(119.97895969358842, 30.05163004101909)",False
"(120.00014737294889, 29.9660792799475)",True
"(120.01832389751027, 30.00013244157714)",True
"(120.02987435311967, 29.95252042337326)",False
"(120.05115628852795, 29.97661245574801)",False
"(119.95226836860193, 29.98948611020193)",False
"(119.9937555579411, 29.94292332713118)",False
"(119.995630392116, 29.99423921990168)",True
"(119.94885948705685, 29.95709622674481)",False
"(120.03719448357673, 29.95966868316158)",False
"(120.04319603493246, 29.99850254341435)",True
"(120.0364683770794, 29.96516353314684)",False
"(120.00459637741989, 29.97057854300312)",True
"(120.00845983335718, 29.94879134107363)",False
"(119.99236252158234, 29.93019042324751)",False
"(120.05787673362951, 29.97354001418259)",False
"(119.96628223019187, 30.02598526004944)",True
"(120.02329903916157, 29.98884806432627)",True
"(120.03978160822209, 30.0291517733253)",False
"(120.00360132833998, 29.93390323823402)",False
"(120.04489731110783, 29.97560455982296)",False
"(120.0514962011612, 29.97645705507333)",False
"(119.96516882306088, 30.05535750105973)",False
"(119.93739135307337, 29.99545163205216)",False
"(119.95091281457093, 29.98158322687897)",False
"(119.96595806286872, 30.06193987999588)",False
"(119.99365483463501, 30.05799732376734)",False
"(119.93744387508309, 29.99087477533082)",False
"(119.99283526246056, 30.01109290558333)",True
"(120.02104878982679, 30.06138754623354)",False
"(119.99278703502796, 30.03131126584861)",True
"(120.02137114839745, 29.93767231412789)",False
"(119.9615815802812, 30.0536241681456)",False
"(119.97941098957557, 30.06004662689558)",False
"(119.9783744242077, 30.06306970826832)",False
"(119.93726756494264, 30.0)",False
"(120.00387792868825, 30.07117332952066)",False
"(119.96964726504083, 30.0552273142879)",False
"(119.93840387257367, 30.00898518733798)",False
"(120.03874785767476, 30.04201569626494)",False
"(120.0157204712408, 29.92930092723187)",False
"(120.00981681429778, 29.94057732890312)",False
"(119.94676140707384, 29.99613234398857)",False
"(120.02998820629927, 30.06298700305796)",False
"(120.03387470851315, 30.03673156528802)",False
"(120.02943647075817, 29.93817185812458)",False
"(119.94595678751055, 30.0202761998768)",False
"(119.97609549302871, 30.05020884672707)",False
"(120.0, 30.05610959567294)",False
"(119.97990446474695, 29.97069054480985)",True
"(120.03988449607553, 30.05567050752247)",False
"(120.05074724955732, 30.0371873431491)",False
"(119.99404131955036, 30.05446469861458)",False
"(119.96408470900931, 30.05708049321881)",False
"(120.04757644724587, 29.98215003310594)",False
"(119.95088573655407, 29.99643196662753)",False
"(119.95317470822731, 29.95527007628617)",False
"(119.95742337170735, 29.9688000492586)",False
"(119.95125913159534, 30.01073619535011)",False
"(120.05723145749793, 30.01696779408721)",False
"(119.97665184814683, 30.0572931788311)",False
"(120.05454751466824, 30.02046540646362)",False
"(119.96833916830914, 30.05760741840099)",False
"(120.00368864594664, 29.93230065982382)",False
"(119.94858255551546, 30.0)",False
"(120.01987793438818, 30.04877773867741)",False
"(120.01677388387087, 29.94038892390656)",False
"(120.04539361644692, 30.03808247737829)",False
"(119.9523223833981, 29.96506206928312)",False
"(119.96710043089382, 29.95407900588882)",False
"(119.94821504426255, 30.00755400620188)",False
"(120.04738421839008, 30.01777784552076)",False
"(120.05647016687567, 29.9693163233207)",False
"(119.9407961976803, 29.98695912469396)",False
"(119.94852112854635, 30.03267889018914)",False
"(119.96377876652583, 29.94944264942501)",False
"(119.94990328080982, 30.04202809391752)",False
"(119.99281293468724, 29.98219343419312)",True
"(119.93840382209882, 30.0)",False
"(120.00784227287116, 29.92831852085538)",False
"(120.01355577913078, 29.98359075180408)",True
"(119.96702178850371, 29.95944896283939)",False
"(120.00677992805853, 29.93802877307193)",False
"(119.95498651322966, 29.98311161729911)",False
"(119.99656837538679, 30.06298211468591)",False
"(119.9731428307576, 29.94358940363696)",False
"(120.02578956683234, 29.94583178771277)",False
"(120.01283571101868, 29.94227444881006)",False
"(120.05088880422436, 30.03729107373595)",False
"(120.03156919378031, 30.05744068167386)",False
"(119.94003272992772, 30.02249881711397)",False
"(120.00673300757744, 30.06154235515294)",False
"(120.02350432852307, 29.94232358493101)",False
"(119.98451955004859, 29.93038036577692)",False
"(120.0, 30.07187780772686)",False
"(120.04870325819977, 29.99646182517231)",False
"(120.02523883646768, 29.94698853763029)",False
"(119.94619802003082, 29.99609141527193)",False
"(119.97521709568403, 30.04509291328989)",False
"(120.02172472212344, 29.9466904962114)",False
"(119.95427710904454, 30.00332165829982)",False
"(120.00886875404416, 29.94631608191624)",False
"(120.04862493122593, 30.04079335352357)",False
"(119.9438056456022, 30.02569083856567)",False
"(120.00396918655483, 30.07284822525251)",False
"(120.05521088294859, 29.98363125920254)",False
"(119.93742862409171, 30.0)",False
"(119.94309760745517, 30.00830050002098)",False
"(120.04798885238512, 29.97806053877138)",False
"(119.95416867412116, 30.03358497765498)",False
"(120.04961162252847, 30.0147086905034)",False
"(120.05538207989572, 30.0164194967047)",False
"(119.94541386377955, 29.99203737831434)",False
"(119.94726478232738, 30.00769262338228)",False
"(120.04945766000884, 30.01855576960704)",False
"(119.95528086508499, 29.96723003059433)",False
"(120.04725615512376, 29.97839551204869)",False
"(119.95650962258367, 29.94652287584069)",False
"(119.94790645689659, 29.99621552911024)",False
"(119.94771672377416, 29.96168706381273)",False
"(119.94911119577564, 29.96270892626405)",False
"(119.94462218623863, 29.97922307781417)",False
"(120.04196754982365, 30.04008955910369)",False
"(119.96266163006945, 29.95951266201095)",False
"(119.99689714413826, 30.05694807729992)",False
"(120.01514365422356, 29.94618243865263)",False
"(120.00654196127117, 29.94020388373002)",False
"(120.01100776568985, 30.06663168113997)",False
"(119.98417189654428, 29.9437500410294)",False
"(120.0307080447272, 30.04286207933402)",False
"(120.0107141723621, 29.93514548395885)",False
"(119.97673032955159, 30.05710059617249)",False
"(120.02042263618209, 29.94988563744397)",False
"(120.02380633609667, 29.94999735063993)",False
"(119.94707677739, 29.99227995184844)",False
"(120.0293827474093, 30.05346240554594)",False
"(119.95759266314636, 29.96892410522005)",False
"(120.0481702853664, 30.02202240844782)",False
"(119.98687581001778, 29.94097708342432)",False
"(120.03327201631433, 30.00268887638475)",True
"(120.0203887883864, 30.05946269120532)",False
"(119.94211995181166, 30.0)",False
"(119.95857679774558, 29.95508333134567)",False
"(119.9622332599942, 30.04095183507483)",False
"(119.98604611098322, 30.06275429024259)",False
"(119.96621434207545, 29.93852642435244)",False
"(120.03915831968361, 30.05465691546876)",False
"(120.04696677284021, 30.03940225970562)",False
"(120.0063201350293, 30.05776853658848)",False
"(119.99436957621005, 30.05146430277367)",False
"(120.0226320238894, 29.94446410147752)",False
"(120.01867654297608, 29.93362724857993)",False
"(120.0107141723621, 30.06485451604115)",False
"(119.9725586544229, 30.04361277597708)",False
"(119.93696935911821, 30.00919444354734)",False
"(120.05336339659144, 30.02002114318434)",False
"(120.02698273158903, 30.06621194157051)",False
"(119.97520785998755, 29.93916347125584)",False
"(119.97520785998755, 30.06083652874416)",False
"(119.99713722293792, 29.94745819442205)",False
"(120.02664159610649, 30.06537484164371)",False
"(119.94890611100793, 29.9722375821277)",False
"(119.96039963011557, 30.02901896273334)",False
"(120.05637631907082, 30.00822376031485)",False
"(120.00593201955327, 30.05422100746553)",False
"(119.94662737185669, 30.03911120809202)",False
"(119.94722668407695, 30.0)",False
"(119.93856533059036, 30.00896163503709)",False
"(119.96341153923053, 30.05815036796945)",False
"(120.05247800251182, 29.99618759905686)",False
"(120.04645839265486, 29.98622616870767)",False
"(119.97323017137667, 30.05622714678335)",False
"(120.03323550563367, 30.03603845460662)",False
"(120.03532808045696, 30.05614723426523)",False
"(120.03162883238001, 30.04414730845801)",False
"(119.94653122574984, 30.01585224614637)",False
"(120.02205896824569, 29.94587030183472)",False
"(119.95965879556209, 30.00032547267676)",True
"(119.96003797539554, 30.02928398159235)",False
"(120.03791403203485, 29.95337972399967)",False
"(120.02711750330127, 29.94304259993694)",False
"(119.99077870863849, 30.05581788012305)",False
"(119.98012807479097, 30.0007862364733)",True
"(120.04051494287478, 30.0387019543382)",False
"(120.03227045618748, 30.04504288259118)",False
"(120.03572062673332, 30.0567711115734)",False
"(119.98124658098592, 29.99810840494503)",True
"(119.98142692897233, 29.93399496748378)",False
"(119.95142554713276, 30.03559512806725)",False
"(119.95161576992692, 30.0)",False
"(120.05404321248945, 30.0202761998768)",False
"(120.05572670947639, 30.02547704146255)",False
"(120.02249115472445, 29.95275974770653)",False
"(120.0, 29.93137802193837)",False
"(119.97948798642729, 30.05033368247721)",False
"(120.01154197278858, 29.9301346819833)",False
"(120.04439624885104, 29.96746663996654)",False
"(119.96011550392447, 29.94432949247753)",False
"(120.0, 30.05390835579515)",False
"(119.97973447552113, 29.97084192065508)",True
"(120.04396765947565, 29.97610969610437)",False
"(120.06082612467476, 29.98660177427541)",False
"(120.01034402580012, 30.06261396256401)",False
"(119.94178454850277, 29.98274047461163)",False
"(120.00694165265068, 30.0634494537342)",False
"(119.95581079026327, 30.02805139840394)",False
"(120.04419499146759, 29.98341870441685)",False
"(119.95359911255386, 30.03892751635171)",False
"(120.0039791971295, 30.07303195372906)",False
"(119.96621434207545, 29.93852642435244)",False
"(120.03265187904177, 29.9405893541931)",False
"(120.06081713031608, 29.99558178143454)",False
"(119.99633298852704, 30.06730227317264)",False
"(120.03956322165497, 29.97488518804932)",False
"(119.98889609479318, 30.06721362826893)",False
"(119.97335465902069, 29.97970680059107)",True
"(119.94911842802674, 30.04268653756437)",False
"(120.03597218556314, 30.03436247923173)",False
"(119.97491445166793, 30.06155651272543)",False
"(120.01846901939088, 30.06563525351413)",False
"(120.00682652605063, 29.93760284897393)",False
"(119.95007387554632, 29.99637298687366)",False
"(120.03274048674616, 29.94042813097727)",False
"(120.04175605396496, 29.96496921582824)",False
"(119.93819924042882, 29.99551032312972)",False
"(120.01922295113333, 30.04717049914138)",False
"(119.94888025384789, 30.00371372687821)",False
"(120.0, 29.94062824917161)",False
"(119.95125913159534, 30.01073619535011)",False
"(120.00989413981712, 29.99630605942442)",True
"(120.01175488614821, 29.9288458850113)",False
"(120.03371604390078, 30.03655951953991)",False
"(120.04908718542907, 30.01841677312103)",False
"(120.01340646291993, 30.06029237183937)",False
"(120.04592099411119, 30.04386609214157)",False
"(119.99616332704579, 29.92958385509781)",False
"(120.04779534989653, 29.99302796798032)",False
"(119.95454795847508, 29.99336979246814)",False
"(119.94925275044268, 30.0371873431491)",False
"(120.0118276291901, 30.00165924978355)",True
"(119.94188862042186, 29.99152314189552)",False
"(120.03317997603175, 30.0603715272062)",False
"(120.00890861381373, 30.05392519533578)",False
"(119.95224552644773, 30.0)",False
"(119.95499055649344, 30.01334425161943)",False
"(119.98855048776178, 30.06930564023252)",False
"(120.0490673882276, 29.97756745560469)",False
"(119.96168844674612, 30.05347500466294)",False
"(119.9704048409181, 30.06216144963754)",False
"(120.01422498619588, 30.05055279630403)",False
"(120.05029645773567, 30.02299444828505)",False
"(119.9773679761106, 30.05553589852248)",False
"(119.9735607292587, 29.99334995561991)",True
"(119.95004903297865, 29.96829102658939)",False
"(119.9966743517188, 30.06103708448907)",False
"(119.9731428307576, 29.94358940363696)",False
"(120.02180876391549, 29.94648426912107)",False
"(119.99319673304952, 30.06218455364132)",False
"(120.00601164753974, 30.05494883879006)",False
"(119.96076461827025, 29.97124849885072)",False
"(120.05062130647123, 30.0424681906718)",False
"(119.99390976549682, 30.05566715475194)",False
"(119.9802933049306, 30.05747340653017)",False
"(120.03633424851783, 29.94928490379808)",False
"(119.95086124035338, 29.98917616078466)",False
"(119.97769363372024, 29.94526322081615)",False
"(119.98925281007932, 29.93494562365136)",False
"(120.00391875011513, 30.07192254310873)",False
"(119.9799388549703, 30.04922731259292)",False
"(119.96402781443686, 30.03436247923173)",False
"(119.98706741431629, 30.05816122190791)",False
"(120.0329169866059, 30.05989301350075)",False
"(119.95494139942831, 29.99672660080236)",False
"(119.9522492761045, 29.97405412708557)",False
"(120.01430720794349, 30.0643432579095)",False
"(120.00309000754211, 29.94328773355688)",False
"(119.9640058611374, 29.94975962653455)",False
"(119.97463932801708, 29.9538558286745)",False
"(119.94972105781356, 29.97268039229948)",False
"(119.96481223215795, 29.95088515370382)",False
"(120.04184756417582, 30.0265649171353)",False
"(120.04459734362162, 30.0426016732094)",False
"(120.04479219228354, 30.02047801764591)",False
"(119.96389109417791, 30.05738820700218)",False
"(119.94837082495218, 30.03277430321026)",False
"(120.03326717717039, 30.06053019115184)",False
"(120.06228674943695, 30.00452498286772)",False
"(119.97172264326854, 30.05145112852401)",False
"(120.0, 30.0731763505413)",False
"(120.03675944541129, 30.03985958930251)",False
"(119.96516882306088, 30.05535750105973)",False
"(120.05407880045946, 30.02938430184129)",False
"(120.0152071499076, 30.05404321248945)",False
"(119.98935216990031, 29.93554706377073)",False
"(120.0494505668566, 29.9731304990053)",False
"(120.0, 29.9390626236916)",False
"(119.98476335189866, 30.0685231935073)",False
"(119.95237608714983, 29.97822738120207)",False
"(120.05002902022507, 29.99270213667904)",False
"(120.03715819475305, 30.0456908749106)",False
"(120.05221284586912, 30.01150097097946)",False
"(120.04072141411574, 30.02585003483289)",False
"(120.04024131384818, 29.95636489547012)",False
"(120.0450809409585, 30.0244952174449)",False
"(119.96521310757267, 29.9667697736499)",False
"(120.0364683770794, 29.96516353314684)",False
"(119.97535689677866, 29.9905816441179)",True
"(120.03412335787158, 29.94576744211548)",False
"(120.05887397355659, 30.01296822362483)",False
"(120.01119921944607, 29.93220942013369)",False
"(120.0172273137972, 30.06122247665221)",False
"(119.94718379229879, 29.96647216609577)",False
"(120.04889582430374, 29.95897938369555)",False
"(119.97440908050916, 30.06279662459202)",False
"(120.0465119171925, 30.02126423853032)",False
"(120.0351182283309, 30.03807995856955)",False
"(119.9481987985191, 30.01943503109277)",False
"(119.94799809569686, 29.97622585857821)",False
"(119.96815668361816, 30.05793945238062)",False
"(120.03829075890795, 30.03212361283474)",False
"(119.94607418089501, 30.02930117776573)",False
"(119.97391349801806, 29.93598728359626)",False
"(120.05049067062384, 30.04235859515833)",False
"(120.01877944481811, 30.06673844427819)",False
"(119.98673392275929, 30.05966102070497)",False
"(119.9914983894339, 30.05146154273063)",False
"(120.04239942402182, 30.02691523886532)",False
"(119.96705435798312, 30.01927203321115)",True
"(120.05748511631624, 30.03123516044858)",False
"(120.0477679025355, 30.01792179803698)",False
"(120.02477054279335, 29.94797213814318)",False
"(120.02668220210795, 29.94395690329077)",False
"(119.94762856660115, 30.02845658546007)",False
"(120.04197725983208, 29.98080890834441)",False
"(120.01395140322678, 30.04958053637216)",False
"(120.01877944481811, 29.93326155572181)",False
"(120.03297821149629, 30.04055103716061)",False
"(119.94957548729457, 30.00735555483787)",False
"(119.9481039601002, 29.9718017247456)",False
"(120.00963099771545, 30.02359266444456)",True
"(120.04356826957824, 30.04724264233531)",False
"(120.036885111187, 30.03094436007357)",False
"(119.97051805192523, 30.04115070199122)",False
"(119.95497905775733, 30.04881782757402)",False
"(119.94023299777336, 30.0)",False
"(119.95381882820271, 29.95588537276958)",False
"(119.96139077553417, 30.04186537128832)",False
"(119.99609141527193, 30.07173597329224)",False
"(120.0401464947119, 30.0254850748496)",False
"(120.05398846919377, 30.00392213272269)",False
"(120.01618924733954, 29.94246660687041)",False
"(120.0, 29.92719229840585)",False
"(119.94860006786162, 29.99250215819208)",False
"(120.05178495573745, 29.99244599379812)",False
"(119.97852937693504, 30.0526859793705)",False
"(120.03025713555648, 30.05505336955886)",False
"(119.95494139942831, 29.99672660080236)",False
"(119.96389213529679, 30.05039911121791)",False
"(120.04807856634189, 30.04033498668776)",False
"(120.04707119881671, 30.02151992994406)",False
"(120.0381903054748, 30.04141112235321)",False
"(119.93970764189119, 29.99120499688386)",False
"(119.93728530416983, 30.00914835582079)",False
"(120.04085215660461, 30.02993626608907)",False
"(120.05879106794636, 30.00857600601482)",False
"(119.9608586603253, 30.04812941174338)",False
"(120.05207748310019, 30.03305889005532)",False
"(119.9703599591499, 30.04710718204088)",False
"(120.05639834961472, 30.01672079700496)",False
"(120.00359026432507, 30.06589369903796)",False
"(119.95432996182141, 30.0066620072708)",False
"(119.96398777147542, 30.05723455690852)",False
"(120.03507105850613, 29.95104805579867)",False
"(120.01228925767661, 29.94473199248058)",False
"(120.02641757868825, 30.05548728366798)",False
"(120.01954985831756, 30.02359754312373)",True
"(120.0, 29.94017674646469)",False
"(119.9388532351269, 30.00444216572495)",False
"(120.0342209634262, 29.97959153070901)",True
"(119.94990328080982, 29.95797190608248)",False
"(119.9731428307576, 30.05641059636304)",False
"(120.01166396517371, 30.05245590351269)",False
"(120.05022614504716, 30.0)",False
"(119.96271930998718, 29.9643875701113)",False
"(120.03597397474212, 30.00224303609585)",True
"(120.00755400620187, 29.93095339235007)",False
"(120.04886974101483, 30.03581151381757)",False
"(119.96457996714237, 29.95056095977963)",False
"(119.97506072433373, 30.06119757956224)",False
"(120.0216255757923, 30.06306970826832)",False
"(119.95694672289757, 29.94706034801603)",False
"(120.03289956910618, 30.04592099411118)",False
"(120.06340624146245, 30.00460631127676)",False
"(119.96038217811497, 30.0378449782914)",False
"(120.05589252460231, 30.01657083167069)",False
"(119.99656837538679, 30.06298211468591)",False
"(120.02967418501451, 30.06232743511229)",False
"(120.022386786854, 30.04702103880301)",False
"(119.94229527143592, 30.01271067296842)",False
"(120.0412935518511, 30.04477608405705)",False
"(120.02601628246835, 29.93615959270128)",False
"(120.05141625111104, 30.02793757682046)",False
"(119.96760039853737, 30.0398395602214)",False
"(119.97463932801708, 30.0461441713255)",False
"(120.05902291657567, 30.01749891997629)",False
"(120.01783196389715, 29.936628716107)",False
"(119.9764179710054, 29.94213291857601)",False
"(120.03265187904177, 30.0594106458069)",False
"(119.95548789691243, 29.96265705860041)",False
"(120.00008986981, 30.02301829071623)",True
"(119.97234419953773, 30.05032019638651)",False
"(120.0398395602214, 29.95680053138316)",False
"(120.02129953967662, 29.94773383592045)",False
"(119.97024122004831, 30.04153710203643)",False
"(120.05114051294315, 29.95709622674481)",False
"(119.96549792877266, 30.03741183725218)",False
"(120.05993559777235, 30.0)",False
"(119.98455991634924, 30.06943809640634)",False
"(120.05022614504716, 30.0)",False
"(119.95192143365811, 30.04033498668776)",False
"(119.99655680157782, 29.93680546611176)",False
"(120.0061420672208, 29.94385907368616)",False
"(119.99253039875121, 29.931724887041)",False
"(119.9635530868753, 30.05087235269159)",False
"(120.01991377636087, 29.94192265317405)",False
"(119.98817661105095, 30.05317287394707)",False
"(120.03360864725963, 30.05341452370509)",False
"(120.03586308395711, 29.95590163370738)",False
"(120.02755084448417, 30.05012922721036)",False
"(119.94676140707384, 30.00386765601143)",False
"(119.9636026029948, 29.94215329138007)",False
"(119.96018716466989, 29.96659945782029)",False
"(120.062447905591, 29.99546330952444)",False
"(120.0477679025355, 29.98207820196302)",False
"(119.95035813950251, 29.98137512114218)",False
"(119.97702906643032, 30.02381720435807)",True
"(119.9564289691364, 30.01634719495628)",False
"(119.98071413694505, 30.05624607493742)",False
"(120.04746067077723, 30.04533687037293)",False
"(120.052196541054, 30.0)",False
"(119.95303322715979, 30.03940225970562)",False
"(120.04860807646361, 30.02641172471645)",False
"(119.95828549540519, 30.05129345556387)",False
"(120.05563875107714, 29.99595797825892)",False
"(120.00387792868825, 30.07117332952066)",False
"(120.04357856839414, 30.03193416768309)",False
"(119.9451331134405, 30.01626675388062)",False
"(120.0336816596531, 29.98498719680206)",True
"(119.96303237406966, 30.05875297855112)",False
"(119.9771986077965, 29.95210812723791)",False
"(119.96052033232908, 30.03312103482079)",False
"(120.04645839265486, 30.01377383129233)",False
"(119.94344777935018, 29.99175058046425)",False
"(119.94137065158799, 29.99574071853952)",False
"(119.96804122998267, 30.03929750013053)",False
"(120.03711571960922, 29.94819413178007)",False
"(120.03090571999722, 29.96199736300969)",False
"(119.97120702708727, 30.0604765438387)",False
"(120.04381372656036, 29.9524911998272)",False
"(119.95862295476348, 29.96967909801756)",False
"(120.034382162234, 29.95772262123524)",False
"(119.95128947024104, 30.02226939645266)",False
"(120.01455973755326, 30.05174243662763)",False
"(120.01771645757233, 29.97459914926614)",True
"(119.9853479905957, 29.93410607969649)",False
"(119.95576607801368, 30.03241440767893)",False
"(120.05821545149723, 29.98274047461163)",False
"(119.9731428307576, 29.94358940363696)",False
"(119.96021843182787, 29.94447315854289)",False
"(119.949557015152, 30.02740874205708)",False
"(120.04332142187164, 29.95302502351481)",False
"(119.98025066086637, 29.9809119959861)",True
"(120.00952370876631, 30.05764845870324)",False
"(120.01182338894905, 29.94682712605293)",False
"(119.96587698347125, 29.95237132632298)",False
"(120.04479168620888, 30.00653387978412)",False
"(120.05902291657567, 30.01749891997629)",False
"(120.05032714394369, 29.9963438537701)",False
"(119.94046819626554, 29.98688687552444)",False
"(119.98328365963962, 30.0594065778026)",False
"(119.96735062136209, 30.04557177996244)",False
"(119.9770469384601, 30.05632368111173)",False
"(119.98484549076174, 30.06815379354665)",False
"(119.9755703142861, 30.04445022607323)",False
"(120.00822389035282, 29.99801240502392)",True
"(119.95319090319462, 30.00340056854809)",False
"(119.93937907074927, 30.00884293264332)",False
"(120.02267506543696, 30.06613048252723)",False
"(119.98591114120538, 29.94993097364084)",False
"(119.94348870347473, 29.98755220539064)",False
"(120.00267184994827, 30.03871719619596)",True
"(119.96246198418639, 29.95384208527001)",False
"(120.04563605523721, 29.98646997259775)",False
"(120.05331995512053, 29.98825516506025)",False
"(119.9742989010803, 29.95323641610905)",False
"(120.04572997707857, 29.95041334044161)",False
"(120.01630785146973, 29.94204511117596)",False
"(120.05434680954654, 29.98388743683985)",False
"(119.95350836316479, 30.01024075506954)",False
"(119.93824021974453, 30.0)",False
"(120.01793971088307, 29.93624580456276)",False
"(119.95565814093042, 30.02409362929714)",False
"(120.04852617059943, 30.01820628880124)",False
"(119.95067344461188, 30.03131259566147)",False
"(119.99393362366297, 29.99830934262328)",True
"(120.06082612467476, 30.01339822572459)",False
"(119.9711950579403, 30.04577995206368)",False
"(119.98578029873637, 30.06394971747216)",False
"(119.96179552118456, 29.98426896817651)",True
"(119.97268599314052, 29.95658960458581)",False
"(120.04963974301316, 30.03151140778998)",False
"(120.01556086841438, 29.93001870290574)",False
"(120.05788931194786, 29.98283716739143)",False
"(119.98731098763939, 30.05706580893778)",False
"(119.93771325056305, 30.00452498286772)",False
"(120.05870126340949, 29.98259644269539)",False
"(119.96692622528053, 29.9641369160429)",False
"(119.95888148048031, 30.03449593163102)",False
"(119.9650688768671, 29.94448365356051)",False
"(119.99370499483177, 30.05753883970828)",False
"(120.02647841304928, 30.04817792008807)",False
"(119.9562566727256, 30.03205490220704)",False
"(120.03744564360517, 30.05226637388267)",False
"(119.95528782283215, 29.97161662082858)",False
"(119.94541679124728, 30.0120230929646)",False
"(120.0, 30.05238950489528)",False
"(120.05548844753393, 30.00809424418414)",False
"(120.01705869002765, 29.93937677897846)",False
"(119.94309263820969, 30.0309212312705)",False
"(120.04552793985613, 29.95650937347068)",False
"(119.95411300079888, 30.00669365593954)",False
"(120.0098887333127, 30.0598580078406)",False
"(119.95388465918838, 30.03868796012992)",False
"(119.93888952635946, 29.99108565624308)",False
"(119.9468456443567, 30.0)",False
"(119.95594325021881, 30.04208527020737)",False
"(119.99089470434228, 29.94488425952693)",False
"(119.95242355275413, 29.98215003310594)",False
"(120.01757959421512, 29.94873015686279)",False
"(119.98066438148291, 29.93128502405232)",False
"(119.93774992406908, 29.98628811923898)",False
"(119.95105978160832, 30.01078010635279)",False
"(119.94258320633958, 29.99582880773228)",False
